text,label
Seventy percent of all uninsured live in households in which at least one person is working.,0
Recent data showed Nevada ranks 50th in the money received from the stimulus bill.,1
"If you want to talk firsts for Bush, this was the first time in American history that a president took us into a war and cut taxes.",0
Nearly half of all persons under 30 did not go to work today.,1
Forty percent of the undocumented workers in this country entered the U.S. legally and overstayed their visa.,0
Just about half of rural hospitals operate in the red in Virginia. They operate at a loss.,0
"Milwaukee has seen an uptick in violence since 2010, and the only period of calm we get is when winter sets in.",0
The numbers of people that support Obamacare and like it have been steadily dropping.,1
"The region I represent, both currently and in the future, has more automotive plants than the entire state of California.",0
"Obama's wife wrote a paper in college that said America was a nation founded on ""crime and hatred"" and that whites in America are ""ineradicably racist.""",1
"Says Gov. Rick Scott lost Florida 331,247 jobs.",1
"In the 1950s and 1960s, the minimum wage was such that it would lift you out of poverty.",0
"Says Freddie Mac, electric co-ops and credit unions are all government sponsored enterprises.",1
Republican redistricting plans cut Democrat Nancy Nusbaum out of her state Senate district by a half a block.,0
"When Obama was interviewed by American reporters in Asia, ""Not one of them asked me about Asia. Not one of them asked me about the economy.""",1
A strong majority of Americans support the Keystone XL pipeline.,0
A majority of Wisconsinites opposed the government takeover of health care. But Russ Feingold voted for it anyway.,1
Obama has chosen to deny the vicious anti-Semitic motivation of the attack on a kosher Jewish grocery in Paris.,1
"Gas prices have never been higher, and Exxon Mobil's profits have never been higher.",1
Were now the No. 1 producer of oil in the world. Weve surpassed Saudi Arabia.,0
"If Rhode Island applied a 1-percent sales tax on all items exempt from sales tax, ''the state would receive an additional $89,376,857.''",0
Did not vote for tax increases as a member of the West Miami City Commission.,1
Were going to be looking at $8 billion a day that were going to be pouring into foreign countries in order to import that make-up fuel that were going to need to take the place of what we could have gotten out of the gulf.,1
Birth control pioneer Margaret Sanger believed that people like me should be eliminated.,1
"One of the first states in the union to pass a voter ID bill was Rhode Island, 85 percent Democratic legislature.",1
"In the past 27 months, President Barack Obama has created more private-sector jobs than in the Reagan recovery.",1
States with the highest gun ownership rates also have the highest suicide rates.,0
I don't do earmarks. I've never done one. I'm not going to do one.,0
"Likens Obamas predicament to 1982, saying, when Reagan just started out, (unemployment was at) exactly the same point. He was two years into his term. The unemployment was well over 10 percent, and it did come out of it.",0
The governor having a meeting ... isnt covered by the open meetings act.,0
Says he won the popular vote if you deduct the millions of people who voted illegally.,1
"E-mail quotes Maureen Dowd column that Obama has received suspicious contributions from Saudi Arabia, Iran and China.",1
Says 94 percent of (Marco Rubios) constituents support a universal background check.,0
"Says Tommy Thompsons tax plan amounts to an average tax cut of almost $87,000 for the top 1 percent.",0
Nobody has ever escaped from one of our federal 'supermax' prisons.,0
"The bill reported out of committee sets up a $50 billion slush fund that, while intended for resolving failing firms, is available for virtually any purpose that the treasury secretary sees fit.",1
"Barack Obama and the Democrats have ""proposed a tax for not having health insurance.""",0
We in this state saw more job creation in the last three years since Ive been governor than you saw in the whole eight years of Doyles time as governor.,0
One-third of all bank tellers (are) on public assistance.,0
Animal abuse is often an indicative trait of future acts of violence against humans.,0
"Says that all those who do not answer directly to the president, theyve said (repealing Dont Ask, Dont Tell) is a terrible idea.",1
There has not been a Democratic woman in Congress from New Jersey in almost four decades.,0
The Obama administration increased the deportation of illegal immigrants convicted of crimes by 70 percent.,0
"Six of the 10 richest counties in the United States surround Washington, D.C.",0
"About halfway through fiscal year 2009, Washington has run out of money.",0
Says shes tried over 100 jury cases in Travis County courts.,1
Kelly Ayotte voted to give big oil more than $20 billion in tax breaks.,0
The average age of members of the House of Representatives is 57 years old.,0
Says Panasonic stayed in New Jersey because of the Business Retention and Relocation Assistance Grant (BRRAG) program.,1
"Most federal employees do not have collective bargaining for benefits, nor for pay.",0
African-Americans dont use drugs at a higher level than whites but wind up going to prison six times more.,0
On offshore oil drilling.,0
"When Obama went to Pakistan in 1981, he could not have been traveling as a U.S. citizen.",1
The interest on the debt now is going to approach in the next couple of years ... what we spend in the national defense budget.,0
Says President Barack Obamas proposed budget includes two new tax increases that would collect about $14 billion.,0
Says U.S. Senate rival Tammy Baldwin wants a completely government-controlled health care system that goes far beyond Obamacare and is a Medicare system for all.,0
"You have to be a citizen to vote, but with same-day voter registration, you have places where people just walk in and vote.",1
Rhode Island continues to have the highest rates of substance abuse in the country.,0
Obama has jumped the shark and ordered the ocean closed!,1
An image in a ChrisAbele TV ad depicts wealthy citizens who would benefit from a lake created by the controversial Estabrook Dam.,1
Only nine coalition nations with the U.S. are truly actively involved in fighting the Islamic State.,0
"Says Hillary Clinton presided over $6 billion lost at the State Department, sold uranium to the Russians through (her) faux charity, illegally deleted public records, and murdered an ambassador.",1
"Studies show that if we opened one reserve in Alaska now, in five years, gas prices could be at $2 a gallon.",1
Oil companies can obtain an acre of public land for less than the price of a Big Mac.,0
"When he was asked a few years ago whether he could see himself lifting the cap on the payroll tax, (McCain) said, 'I could.' But today he's attacking me for holding the very same position.",0
"Says that while his plan would narrow the time for early voting, it still will be one of the most aggressive early voting time frames in America.",1
Says Barack Obama has added $16 trillion to the national debt.,1
"Instead of fighting ISIS, (the Saudis) have focused more on a campaign to oust Iran-backed Houthi rebels in Yemen.",0
Hillary Clinton is for open borders.,1
"Says the California flag was supposed to be apear, not a bear.",1
Texas Governor Rick Perrys voter ID law is a blatant effort to defeat Wendy Davis by disenfranchising tens of thousands of women voters.,1
On the president unilaterally authorizing a military attack that does not involve stopping an actual or imminent threat to the nation.,1
"In some of the states in the U.S., homosexuality remains a felony.",1
"Theres at least 7,500 addicted gamblers in Rhode Island, at least, it could be as high as 22,000.",0
"Says female genital mutilation is a central African problem, not an Islamic problem, as Bill Maher suggested.",0
"Because of the new health care law, Americans no longer will see their coverage dropped or capped when illness strikes.",0
"Congressional Republicans have introduced dozens of bills on social issues and other topics, but zero on job creation.",1
1.53 million jobs are at risk (from potential defense cuts).,0
"On foreign policy, Joe Biden was against aid for Vietnam, said the fall of the Shah was a step forward for human rights in Iran, opposed Reagans defense build-up and voted against the first Gulf War.",0
Says his tax plan wouldnt leave the federal government with a $1.1 trillion hole.,1
"If the U.S. didnt borrow $1.2 trillion every year to fund government operations, that money would be available for entrepreneurs and business people to put to work creating jobs and building and expanding their businesses.",1
"Long-term federal investment in U.S. airports is urgent because there was a recent survey of the top airports in the world, and there was not a single U.S. airport that came in the top 25.",0
I actually started criticizing the war in Iraq before (Obama) did.,1
The health insurance plan that (members of Congress) have is no different than any other federal employees in the United States government.,0
"Since I was elected, crime rates have been at their lowest in over a decade.",0
"For every [coyote] they kill, the population will replace and usually multiply.",0
"Number of Americans killed by terrorism in the last decade: 24. Number of Americans killed by guns in the last decade: 280,024.",0
Its expressly prohibited by law that you can read and wholly surveil domestic email traffic in the United States.,0
The Books Sarah Palin tried to have banned.,1
Says Colorado congressional candidate Morgan Carroll voted to allow welfare recipients to use your tax dollars at ATMs at strip clubs and pot dispensaries.,0
"Georgia has the most restrictive ballot access laws in the country.	elections	mary-n			independent	0	0	0	0	0	a television interview
3666.json	false	On whether the federal debt limit should be raised	federal-budget	barack-obama	President	Illinois	democrat	70	71	160	163	9	an interview with George Stephanopoulos
4608.json	half-true	When George W. Bush was governor of Texas, the percentage uninsured went down. Under his successor, Rick Perry, its gone up.	children,health-care,new-hampshire-2012	mitt-romney	Former governor	Massachusetts	republican	34	32	58	33	19	a Republicam debate in Hanover, N.H.
11023.json	false	Says his book,The Art of the Deal,is the No. 1 selling business book of all time.	candidates-biography,job-accomplishments	donald-trump	President-Elect	New York	republican	63	114	51	37	61	remarks on CNN.
2096.json	half-true	Democrats in the 1930s wanted President Franklin Roosevelt to be more conservative.	history,pundits,abc-news-week	george-will	Columnist	Maryland	columnist	7	6	3	5	1	a roundtable discussion on ABC's This Week
12853.json	true	Says Danny Tarkanian wants to defund Planned Parenthood and would outlaw a womans right to choose, even in cases of rape or incest.	abortion	jacky-rosen		Nevada	democrat	0	0	0	0	0	a press release.
12670.json	pants-fire	Condemning violence against the police and urging support for the police is markedly absent from President Barack Obamas public remarks.	criminal-justice	william-johnson			organization	0	0	0	0	1	an interview on Fox News
1508.json	half-true	Florida leads the nation in elected officials charged with crimes.""",0
Says Donald Trumps Make America Great Again caps are made in China.,1
Sherrod Brown has voted with Barack Obama 95 percent of the time.,0
"Says Sidney Blumenthal wrote that the Benghazi attack was almost certainly preventable. Clinton was in charge of the State Department, and it failed to protect U.S. personnel and an American consulate in Libya.",1
"Gun marketplaces on Facebook mean ANYONE can broker a deal on a gun online, meet the seller in a parking lot somewhere, and walk away with a weapon.",0
"Over the last four years, 53 percent of black wealth has just disappeared.",0
Our community (Tampa Bay) is one of the 10 most threatened by the sea level rise in the world.,0
Washington cannot hide from the fact that Congress hiked the national debt ceiling to $14.3 trillion. They cannot hide from the fact . . . that the budget that theyre going forward with has more than a $5 trillion in debt in it over the next five years.,0
Republican House candidateMarilinda Garcia even opposes closing the loophole that allows dangerous criminals to get a gun without a background check.,0
Were bankrupt.,1
Russ Feingold got a memo in 2009 that outlined veteran harm at a Wisconsin VA facility and nothing was done.,1
Says she is saving ratepayers $6 million/year.,1
Says recall organizers started their website last November and began work on their effort before he even took office.,1
"Since the salary for state lawmakers was raised to $79,500, that purchasing power has now been reduced to $53,000.",0
Distracted driving such as texting behind the wheel is behind a rise in traffic deaths on Georgia roadways this year.,0
Says that in the recent year homeowners across Ohio have signed mineral rights agreements and I understand that over a billion dollars worth of leases have been signed to date.,0
SaysBernie Sanders voted for what we call the Charleston Loophole.,0
We dont have any chess grandmasters in the United States.,1
"Obama's plan for health care reform ends exorbitant out-of-pocket expenses, deductibles or co-pays.",0
The No. 1 cause of childhood deaths is preventable accidents.,0
As long as I have served . . . This is the first time every single solitary decision has required 60 senators.,1
The State of Texas does not even use the E-Verify system to determine if someone is legally in our country when they apply for a job.,0
57% of the jobs created in Austin from 2009 to 2013 do not pay families a living wage.,0
"Says Texas General Land Office has earned the school children of Texas $451,932.89 on wind leases that haven't produced a watt of energy.""",0
"Says Hillary Clinton promised, running for the Senate years ago, 200,000 jobs for upstate New York. ... Not only didnt they come, but they lost so many jobs.",0
A couple of hundred American cities are infested by members of the Mexican cartels.,0
50 percentof murders in Texas have been linked to illegal aliens.,1
"Among Syrian refugees and migrants coming into Europe, there look like very few women. Very few children.",1
Senator Robert Hurt voted for a bill thats raised your electric rates seven times.,1
Says legislative debate of airport pat-down procedures initiated federal changes in security procedures.,1
Says Hillary Clinton aide Huma Abedin has ties to the Muslim Brotherhood.,1
"Decorated Marine, two-tour Iraq war vet.",0
"If you make more than $250,000 a year you only really take home about $125,000.",1
Says Donald Trump said the U.S. should encourage Japan to get nuclear weapons.,0
"The Doherty Campaign, unlike the Cicilline Campaign, is funded mostly by individual donors -- not the big PACs that Cicilline relies on.",1
"Since parole abolition, Virginias crime rate has fallen to third lowest in the country, our recidivism rate is down 20 percent and thats the second lowest in the country.",0
Says Hillary Clinton plans to massively increase admissions (of Middle East refugees) including a 500 percent increase in Syrian refugees coming into our country.,0
The president and vice president cant be from the same state.,1
"There are actual cities like Birmingham, England, that are totally Muslim where non-Muslims just simply dont go in.",1
I campaigned on (the proposals in the budget repair bill for Wisconsin) all throughout the election. Anybody who says they are shocked on this has been asleep for the past two years.,1
"[When I was mayor] Providence was one of the five renaissance cities of America, according to USA Today in those days. Money magazine said it was the fifth best city to live in in America. In addition to that, All Cities Almanac said in 1994, I believe, that it was the safest city in America.",0
Statistics show 2 to 3 Texas women per week have major complications and 10 women per week seek help at an ER after an abortion.,1
"Under the new health care law, all real estate transactions will be subject to a 3.8% Sales Tax",1
"When the governor announced his jobs budget, 99 folks from the Department of Taxation were let go the next day.",0
"If we use (Tax Increment Financing) funding, thats going to take funds from the general fund for Pinellas County, as it will take funds from the general fund for the city of St. Pete.",1
Illegal counterfeiting and piracy costs the U.S. economy $100 billion... every year.,1
"Some criminals have learned how to spy on Americans, hacking into our home computers and looking out through the video camera attached to the screen.",0
Says Texas public school funding grew three times the rate of enrollment from 2002 to 2012.,1
"Since the stimulus package was passed, Ohios lost over 100,000 more jobs.",0
"When Jim Doyle was governor and Mary Burke was commerce secretary, Wisconsin saw billions in middle-class tax hikes on nursing home beds, gas, phones and garbage.",1
Barry Smitherman doesnt have enough legal experience to apply for most of the jobs at the attorney generals office.,0
Says Connie Mack wrote a letter to the Department of Transportation in order to get $29 million in stimulus for his congressional district.,0
The first round of stimulus ... it created zero jobs.,1
Say Apples Tim Cook will not do business with Indiana.,1
Lindsay Parkhurst wants to take away programs like Social Security and Medicare that seniors have earned throughout their lifetimes.,1
Says Republicans want to cut education by 25 percent.,0
80 percent of the American people havent gotten a pay raise since the crash.,0
"(Since 1990)every continent has seen substantial gains, with individual incomes growing by more than a third in every region of the developing world.",0
GDP was zero essentially for the last two quarters.,1
Says a quote at the top of the redesigned website for the Department of Justice comes from a socialist who wanted to impose global common law.,1
"Says there have been some job gains in the McMansion State since Mr. Christie took office, but they have lagged gains both in the nation as a whole and in New York and Connecticut, the obvious points of comparison.",0
Planned Parenthood is an organization that funnels millions of dollars in political contributions to pro-abortion candidates.,0
More people have watched Morning Joe than CNN and HLN 5 years in a row.,0
The Obama Administration's own White House Council of Economic Advisers has estimated 4.7 million Americans will lose their jobs if the (health care) bill passes.,1
"Says Wisconsin state Sen. Randy Hopper, R-Fond du Lac, has already been recalled.",1
"In Congress right now, were doing the best job we have ever done in women in the federal legislature, but its still only 19 percent.",0
Most state employees did not receive any pay raise from 2009 to 2012.,0
A simple review of the Backrooms health code records will reveal that the restaurant already has a long-standing problem with rodent infestations.,1
"An organized crime syndicate was extorting money from his (Tom Ganleys) business, threatening his family, but he fought back and won the FBIs highest civilian award",0
Attacks on Planned Parenthood come at a time when the poverty rate among women is the highest in nearly two decades and 1 in 5 women under 65 dont have access to health care.,0
"I am the only candidate who ran in either primary who said, I will not raise taxes on the middle class.",1
"22 times Barack Obama said he did not have the authority to implement this type of anti-deportation measure. And then the day after he signed this into law, he said, quote, I just changed the law.",0
"A clause hidden in the Obamacare bill, which is now law, gives Obama the right to form a private army.",1
"Since 2009, Georgias public schools have lost nearly 9,000 classroom teachers while the number of students has gone up.",0
The Republicans have never done anything really to balance the budget.,1
On privatization of Social Security.,1
The Obama administration even proposed banning farm kids from doing basic chores!,1
Says U.S. Senate candidate Tommy Thompson supports a plan for privatizing Social Security.,1
"After years of 5.5 percent average tuition increases, we now have a two-year tuition freeze for the first time in the history of the UW System.",0
Make no mistake -- Sherrod Brown is one of the main D.C. politicians responsible for Ohio jobs moving to China.,1
The Iranians continue in the view of every objective observer continue to pursue the acquisition of nuclear weapons.,1
Were already bombing seven countries.,0
"Ohio Republicans made significant gains during [Chris McNultys] time at the ORP, including the extremely successful re-election of President Bush in Ohio.",0
Says 67 percent of marriages now wind up in divorce.,1
"Since 2001, higher education in the state has been cut or allowed to erode ... by 35 or 40 percent.",0
Says Hillary Clinton helped get done the Childrens Health Insurance Program.,0
Russ Feingold has not worked anywhere outside of politics.,1
Its taken more time to complete the Towpath Trail than it did to build the (Ohio Erie) Canal.,0
"As the number of vaccines administered to children has increased in the United States, so has the autism rate.",1
"Scott Walker has even removed the 250,000 jobs promise from his website.",1
"The Obama Administration wants to have soldiers and officers pledge a loyalty oath directly to the office of the President, and no longer to the Constitution.",1
The New York Times had to retract its story that Hillary Clintons email handling had broken certain laws.,1
Women own just 1 percent of the worlds land.,1
Senator Clinton tried to spend $1 million on the Woodstock Concert Museum.,0
Obama ad contends that John McCain endorses Rush Limbaugh's comments about immigration.,1
Obamacare will question your sex life.,1
Ive taken on the federal government and won.,0
Says Hillary Clintons health care plan from the 1990s had a broader provision in favor of corporate right to back out of providing contraceptive coverage than the one created by the Hobby Lobby Supreme Court decision.,1
The fact is voter fraud is rampant.,1
Wisconsins non-discrimination law doesnt protect members of the trans-gender community.,0
"In 2008, Maggie Hassan voted against legislation to prevent sanctuary cities in New Hampshire.",0
"As mayor, Barrett led efforts to redevelop the Menomonee Valley, which now supports nearly 4,000 jobs in Wisconsin.",0
When is a farm bill not a farm bill? When 90 percent of it is for food stamps.,0
President Obama is actually increasing Bush-era defense spending by $21 billion in the new fiscal year.,0
"At protests in Wisconsin against proposed collective bargaining changes, phony sick notes (were) passed out to excuse striking union members.",0
"Since Rep. John Boccieris election, Ohio has lost 600,000 jobs and his districts unemployment has doubled.",1
"By the end of his first term, President Obama will have added as much debt as all the prior 43 presidents combined.",0
"Obama plans ""a tax increase for everyone earning more than $42,000 a year.""",1
"Half the kids coming out of college this year cant find a job, or a job thats consistent with a college degree.",0
Charlie Crist raised taxes in 2009 and wont rule out raising taxes again.,0
The payday loan industry does not exist in a state like Minnesota.,1
"Says Bruce Springsteen only had 8,000 tickets sold for a Greensboro show and canceled after they didnt get the ticket sales they wanted.",1
"The state Legislature attempted to ""outlaw stem cell research, passes bills about microchips in the brain, and talks about seceding from the Union.""",0
"Hillary Clinton ""has the only health care plan that covers every American.""",0
Says the national heath care reform is a government takeover of health care.,1
"In 40 years of broadcast, I have never endorsed any candidate.",0
There was serious voter fraud in Virginia.,1
"The 9/11 terroristsfriends, family, girlfriends in the United Stateswere sent back for the most part to Saudi Arabia. They knew what was going on. They went home, and they wanted to watch their boyfriends on television.",1
The Koch brothers alone gave twice as much money to Scott Walker as the total amount of money raised by Tom Barrett.,1
"Just 9 percent of Muslims in Pakistan viewISIS favorably. Unfortunately, that 9 percent is 16 million people. And thats just one country.",0
"Says David Rivera received a $5,000 campaign contribution from Congressman Spencer Bachus, who is currently under House Ethics investigation for insider trading.",0
Georgia has more illegal aliens than the state of Arizona.,0
"As Dane County executive, Kathleen Falk raised property taxes by millions of dollars every year and approved the second highest increase in the state in 2010.",0
"More people were killed by terrorists in 2015 than in any other year ever, after an 80 percentincrease from 2014.",0
"The financial penalties imposed on gay couples can cost us more than $300,000 compared with married heterosexual couples over a lifetime.",0
Forty percent of illegal immigrants are people coming legally on visas and overstaying their visas.,0
Nearly 46 million Americans don't have health insurance coverage today.,0
Youve got a medical report on me that meets the same standard as Mitt Romney and Barack Obama.,0
"In her short time in the United States Senate, the senator from New York, Senator Clinton, got $500-million worth of pork barrel projects.",0
On job creation numbers in the latest Start-Up NY report: This is a significant number of overcounts in the compilation that Ive looked at.,1
"The omnibus spending bill has 9,427 pork barrel items.",0
The Benghazi victims were left helpless to die as Hillary Clinton soundly slept in her bed.,1
Almost 1 million children ... have no health insurance in this state.,0
Says President Franklin Delano Roosevelt sent his advisers to study socialism with Soviet dictator Josef Stalin so the president could replicate it in the United States.,1
This is the first time since the Depression that unemployment has stayed above 9 percent for two consecutive years.,1
"Minimum wage = $16,000/year CEO-Goldman Sachs (Lloyd Blankfein) $16,000/Hour.",1
"Janice Hahn hired hard-core gang members with taxpayer money to be gang-intervention specialists. She even helped them get out of jail, so they could rape and kill again.",1
"According to Wikipedia, there are only five countries in the entire planet that are more unequal than the United States in the distribution of our wealth.",0
Marijuana is less addictive than both alcohol and tobacco.,0
70 percent of Americans believe that we are on the wrong path.,0
Pam Bondi refuses to take a position on the gay-adoption ban.,1
"Says Donald Trump promised to repeal Obamacare, build a wall, ban Muslims, and more.",0
HIV/AIDS is dramatically on the rise in the U.S. South.,0
"The Iraq war has been ""our longest war.""",1
"The most realistic estimates for jobs created by Keystone XL are maybe 2,000 jobs during the construction of the pipeline.",1
"When [Mitt Romney] was the governor of Massachusetts, he performed 100 and Im not sure this number is right, but my mind says its about 180 gay marriages.",1
Says Sen. Mark Pryor voted for special subsidies for lawmakers and staff in Congress so theyre protected from Obamacare.,1
California is home to the largest death row populationin the Western Hemisphere.,0
Giving money to politicians has paid off for Paul Workman. Workman gave thousands to politicians and got millions in government construction projects.,1
"In the U.S., African-Americans continue to be arrested at nearly three and one half times the rate of whites on marijuana charges.",0
"Harris County, Texas has some of the highest jailing and incarceration rates in the U.S. and the world.",0
Repealing the health care law would save $95 billion in 2016.,1
A majority of drunk driving deaths and injuries are caused by drunk driving offenders with no prior convictions.,0
"Three years ago, John McCain said, ""Afghanistan we don't read about it anymore in papers because it succeeded.""",0
"You know, Sen. McCain said the other day that we might have troops (in Iraq) for 100 years...",0
Says the state budget includes spending on commercials for Fortune 500 companies.,0
"Says high-speed rail would have created 60,000 jobs.",1
"Since President Obama took office, 2 million jobs. Gone.",0
"Health insurance premiums ""have almost doubled ... since 2000.""",0
"To pay for government growth, leaders of both parties borrowed $4 billion a day, leaving us with todays $14 trillion debt.",0
"Says that except for Donald Trump, every other major party nominee for the past 40 years has released their tax returns.",0
Dolphins are rapists. Look it up.,1
The U.S. has 47 million people on food stamps. Thats 14 million more than when the current occupant of the White House took over.,0
"In 1998, nearly half of Floridas fourth-graders were functionally illiterate. Today, 72% of them can read.",0
Proposed federal regulations would affect every streetsign in the country,0
"There are 100 members of the U.S. Senate. Fifty-seven of them, including Russ Feingold, are lawyers. There are zero manufacturers and one accountant.",0
"Scott Maddox is a ""lobbyist.""",0
A hundred percent of all the jobs lost during the recession have been reclaimed in Texas while the nation is at about 36 percent.,0
"Democrats have said that ""even one hearing (on the stimulus bill) would be one too many, and that we have a single day to approve these five complex propositions that will affect the lives of millions.""",0
"The National Science Foundation awarded $700,000 to fund a climate change musical.",0
Says that as Wisconsin governor he never raised taxes.,1
"In the past decade in New York State more than 30 current and former state officeholders have been convicted, sanctioned or accused of wrongdoing more than any other state.",0
Why didnt (uninsured Americans) buy insurance? Because of the expense.,0
"Nearly 100,000 people get shot every year. Thats 270 people a day and 87 dead.",0
This census is also the shortest and least intrusive count in modern history.,0
Says Charlie Crist voted against minimum wage when he was in the Senate.,1
Soldiers Donating to Tea Party Now Face Punishment Under the Uniform Code of Military Justice.,1
I have disagreed strongly with the Bush administration on this issue of global warming.,0
The Wisconsin Department of Corrections is considering implementing mandatory physical fitness testing for security staff.,1
Twenty-four percent of doctors in Virginia currently dont accept new Medicaid patients because the reimbursement rates are so low.,0
In the last six years of Ciancis administration violent crime was down in the United States. It was down in the region. It was down in Rhode Island. But it was up in Providence.,0
There are more poor people today as a percentage of our population than the 1970s.,0
"Irans regime is responsible for more than 1,000 American casualties during the Iraq war and has plotted a terrorist attack here in our nations capital.",0
Says taxes paid by the poorest residents of Texas are above the national average.,0
Obamacare already has caused millions of hardworking Virginians to lose their health insurance.,1
More Tennesseans have hunting and fishing licenses than vote.,1
American troops have never been under the formal control of another nation.,1
"We have a guy who is going to be speaker of the House in four years, and his name has been on the ballot one time.",1
"We continue to see these isolated incidents of people trying to vote five, six times a day.",1
Seven of the 10 highest-income counties in the country ring the city of Washington D.C.,0
I sponsored and was the co-sponsor of the only legislation that ever passed that had E-Verify provisions in it back in 2010 when I served in the Legislature.,1
Says Texas is last in workers compensation coverage.,0
"In annual surveys of Rhode Island communities that receive Drug Free community grants, many report that more than 50 percent of youth surveyed do not think daily marijuana use poses any serious risk of harm.",0
Operating a health care exchange would be illegal in Georgia and some states because of legislation passed in those states.,1
"If you already have health insurance through your job, or Medicare, or Medicaid, or the VA, nothing in this plan will require you or your employer to change the coverage or the doctor you have.",0
Says the area damaged by Hurricane Sandy represents roughly 10 percent of our nations economy.,0
"Tennessee students now cover about 67 percent of the cost of their education at public universities, and some 60 percent at community colleges.",0
On opposing any and all efforts to increase taxes.,1
Pediatricians have cut down on the number and proximity of vaccines because they recognize there have been too many in too short a period of time.,1
"Marijuana today is genetically modified, with THC levels that far surpass the marijuana of the 1970s.",0
Homosexual behavior cuts your lifeby about 20 years.,1
The proposed Gogebic iron ore mine is just up the hill from the Apostle Islands National Lakeshore caves along Lake Superior.,1
"If youre from Syria and youre a Christian, you cannot come into this country as a refugee.",1
One of the biggest causes of our soaring debt and economic insecurity ends up being Pentagon spending. The budget for the Pentagon consumes more than half of our discretionary spending.,0
Millionaires working side by side with George Soros are bankrolling (John Kasichs) super PAC.,1
Georgia could get money for schools by scraping the gold off the gold dome of the state Capitol.,1
Ive even cut my own salary -- twice.,0
The 2011 Legislature did not cut Texas public school funding.,1
Nearly all of the top 50 prescribers of oxycodone in the United States are in Florida.,0
"When this campaign began, I said that weve got to end the starvation minimum wage of $7.25, raise it to $15. Secretary Clinton said lets raise it to $12.",0
The economy added more jobs during four years under Obama than it did in the entire eight years under George W. Bush.,0
We fixed a loophole in the (gun) background record check system so that we could make our commonwealth safer.,0
"In the weekend after the terrorist attacks in Paris, the White House said this couldnt happen in the United States. ISIS couldnt reach us here.",1
"By 2006, the American people were overwhelmingly against the Iraq War.",0
"In 2001 and 02 . . . we had the pension system funded at (the)100% level in that year, and we did for two years at that point.",1
"As mayor, [Allan Fung] raised taxes three times.",0
"Were importing about 10 percent of our milk supply. Were Americas Dairyland, but yet we dont have enough milk in this state to meet the demand for our cheesemakers.",0
Mitt Romney ... gave you government health care that is now bankrupting the state of Massachusetts.,1
"Says, regarding the presence of classified information in her email, FBI Director James Comey said my answers were truthful, and what Ive said is consistent with what I have told the American people.",1
"In North Carolina, paid family leave is more popular than college basketball.",0
"Statistics show one male cat can father 420,000 kittens in five years.",1
"Last year, we borrowed $1.4 trillion -- or 41 cents of every dollar we spent. Over half of this debt is held by foreign investors.",0
The only time government employment has gone down during a recession has been under me.,1
"The barber regulation here in Missouri is 10,000 words long.the book of Revelation is (also) 10,000 words long.",0
Says he cut taxes by more than $600 million when he wasgovernor.,0
Says Marco Rubio voted against the bipartisan Violence Against Women Act.,0
Says the government wants to require farm tractor drivers to hold commercial drivers licenses even if theyre just crossing a single public road.,1
"In Minnesota, well over 6,200 election-day registrations from 2008 proved fraudulent.",1
Says John Loughlin voted to let people accused of domestic violence keep their guns.,0
The state of Florida has seen double-digit drops in alcohol use among teens.,0
"Clinton ""refused repeated requests to meet with the Gold Star Mothers.""",1
"Under Obamas plan (for welfare), you wouldnt have to work and wouldnt have to train for a job. They just send you your welfare check.",1
On a balanced budget amendment.,1
McGinty previously told a local community newspaper in her native Philadelphia that she has found an alarming undercurrent of misinformed people in the T part of the state outside of Philadelphia and Pittsburgh.,1
Says Mitt Romney opposes requiring employers to cover contraception and would eliminate funding for Planned Parenthood.,0
The goal of Common Core is to instill federally determined attitudes and mindsets in students including political and religious beliefs.,1
There have been 30 published polls in this election cycle and Harry Reids been trailing in every single one.,1
"Historically, Senate ratification of arms control treaties has been bipartisan.",0
Says state Senate candidate Aaron Bean voted to give health care subsidies to illegal immigrants.,1
Our rainy day fund has gone from 89 cents to $240 million.,0
The 2009-11 state budget that Democrats approved left Wisconsin taxpayers $3.6 billion in debt.,1
Says Gloria Steinem once called Kay Bailey Hutchison a female impersonator.,0
"Says in the Legislature, (Mary Nolan) has been a party-line Democrat, showing a 100% track record in harmony with the American Civil Liberties Union.",0
"Says the House Rules Committee is the only panel, other than the Intelligence and Ethics committees, not able to telecast proceedings in its main hearing room.",0
"Says enrolling a student in a subsidized lunch program triggers an at risk designation, resulting in an extra $6,000 to $7,000 of state school aid per student.",0
Says first eight chosen to draw Austin City Council districts are seven Democratic primary voters and one Republican primary voter.,0
(My dad) used to campaign against the gas-guzzling dinosaurs.,0
Job creation has gotten worse each year that Scott Walker has been governor.,1
"Says the Pentagon has never passed a financial audit. In fact, the Pentagon is exempt from a federal law that requires all federal agencies to complete annual audits.",0
Says Jeanne Shaheen has voted with the president 99 percent of the time.,0
We now have the greatest income inequality since the Great Depression.,0
"Says Obama called Israel ""a constant sore"" that infects U.S. foreign policy.",1
Says Nevada lawmakers voted to allow teenaged boys to shower with your teenaged girls in public school locker rooms.,1
"Gov. Rick Scott tried to kick 180,000 people off the voter rolls.",1
The crime rate in some Atlanta neighborhoods has dropped by 35 to 51 percent.,1
Bioweapon! Zika virus is being spread by GMO mosquitos (sic),1
On abortion.,1
The 1908 Model T earned better gas mileage than a typical SUV sold in 2008.,0
